id,name,price,category,link,image,description,source
76,AIRCON PORTABLE Air-Conditioner 12000 BTU,449.99,Air conditioners,https://www.diy.com/departments/aircon-portable-air-conditioner-12000-btu/5027825985782_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/aircon-portable-air-conditioner-12000-btu~5027825985782_01c_MP?wid=284&hei=284,"PRODUCT SUMMARY
The CED Airmaster Range of Portable Air-conditioner Units consist of a 2in1 9000BTU and 12000BTU Portable air conditioning unit with cooling and heating function. All products are certified by CE, GS, EMC, ERP, RoHS.
PRODUCT FEATURES
R290 - Refrigerant with low noise operation and variable speed settings
Complete with heating function, LED display and a remote control
Fitted with two motors for excellent performance, 24-hour timer and sleep mode
Compact and modern design to integrate with any decor and two motors for excellent performance
Water overflow protection function with LED indicator light and auto frost protection function",BQ
76,Daewoo 12000 BTU Portable Air Conditioner,370.00,Air conditioners,https://www.wickes.co.uk/Daewoo-12000-BTU-Portable-Air-Conditioner/p/249721,https://media.wickes.co.uk/is/image/wickes/GPID_5000009561_00?$normal$,"The Daewoo 12000 BTU Portable Air Conditioner comes equipped with a LED display, remote control, 24hr timer, 2 fan speed settings for Home/Small Office. With a very good energy rating of class A.Cooling and dehumidifying functions that manage to effectively refresh your home 3 fan speeds that allow adjustment to your desired wind flow Touch screen panel to configure all available settings Digital temperature display with a timer function of up to 24 hours A sleep mode can be set to ensure the fan is only running during the hours that you are active Air filter that ensure the air supplied is clean and does not spread contaminated particles around your property Auto-swing setting that makes the fan tilt up and down ",Wickes
77,HOMCOM Mobile Air Conditioner White W/ Remote Control Cooling Ventilating 765W,239.99,Air conditioners,https://www.diy.com/departments/homcom-mobile-air-conditioner-white-w-remote-control-cooling-ventilating-765w/5056399100949_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/aircon-portable-air-conditioner-12000-btu~5027825985782_01c_MP?wid=284&hei=284,"Beat the Summer heat in the most effective way possible, say hello to this portable air conditioning from HOMCOM. A small and compact design that can fit into small and tight spaces easily, it features four functions over three speeds: cooling, dehumidifying, ventilating, and sleeping allowing you to be in control and set to a model that best suits you. A 24-hour timer allows you to set the mobile air conditioners to run until a certain time. A remote controller is included for convenient use.Guarantee - 1 yearFeatures and benefits• Cools, dehumidifies and ventilates over two speed modes, keeping you cool during different types of heat, with LED display for easy control  • Compact size to fit into smaller spots, with a tough outer body for durability  • Four wheels on the base to move unit around easily  • Removable air filter for easily cleaning so fresh air is circulated around  • 24 hour timer, allows you to set to a specific time – ideal for when you want to put on at night  • 15 litre dehumidifying tank cuts unit off when full, preventing leakages  • Restarts automatically if power cuts off unexpectedly  • Easy to assembleTHREE MODES: Cools, dehumidifies and ventilates over two-speed levels – this portable air conditioner is great for use in different types of heat and during different times of the day. A great all-rounder with an LED digital display.COMPACT SIZE: Small but mighty, the air conditioning unit can fit into smaller areas with ease. Four swivel wheels on the base to move around easily.24-HOUR TIMER: This aircon allows you to set it to a specific running time, ideal for when you're going to sleep, helping to save electricity. AUTO-CUT OFF: dehumidifying tank, with a 19.2-litre capacity, stops the unit from running when it becomes full to prevent liquids from overfilling to your floor.EASY TO CLEAN: Removable air filter, keeping the ac unit which circulates around fresh and clean for hygiene.  DIMENSIONS: 67.8H x 30.5W x 32.8Dcm. Input: 220-240V. Dehumidifying capacity: 19.2 litres.REMOTE CONTROL INCLUDED: Allowing you to control the air con unit when you're not close to it. Powered by 2 x AAA batteries (not included).  EASY TO ASSEMBLE.
NOTE: If the mobile air conditioner cannot be cooled, it may be a problem with the transportation method, not the quality of the machine itself. It is recommended to stand for 24 hours before turning it on.
Applicable window types: Sliding door windows, push-out windows are not applicable.
Correct use: Exhaust hose is required to connect inside and outside.• Item Name: Mobile air conditioner  • Brand Name: HOMCOM • Power: 765W  • Color: White  • Material: ABS  • Overall Dimension: 30.5W x 32.8D x 67.8H cm  • Net Weight: 20kg  • Suitable Using Space: 10-15㎡  • Max Cool: 7000Btu  • Input: 220-240V  • Refrigerant: R290  • Dehumidifying Capacity: 19.2L/Day  • Noise: ≤65dB(A)；  • EER：A grade(＞2.6)  • Battery: 2 x AAA Battery (not included)• Flat Pack: Yes  • Custom Label: 823-003V71",BQ
78,HOMCOM 9000 BTU Portable Air Conditioner 4 Modes LED Display Timer Home Office,279.99,Air conditioners,https://www.diy.com/departments/homcom-9000-btu-portable-air-conditioner-4-modes-led-display-timer-home-office/5056399125652_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/homcom-mobile-air-conditioner-white-w-remote-control-cooling-ventilating-765w~5056399100949_01c_MP?wid=284&hei=284,"The summer heat can be unpredictable, which is why you need a portable ac to match. Bring in this HOMCOM air con unit which does four jobs in one. It cools, ventilates, dehumidifies and also has a sleep mode. 'Cool' keeps the area at a constant temperature, 'ventilate' controls the speed of the fan, 'dehumidify' dries out the moisture in the air and 'sleep' gradually increases the temperature by every hour. Please note: included exhaust hose must be connected for this air con to work.Guarantee - 1 yearFeatures and benefits• Safe auto cut-off when full, suitable for 12-18㎡ sized rooms
• Four wheels on the base to move unit around easily
• Powerful R290 refrigerant and 9000 BTU instantly cools your room
• LED screen and remote for easy control
• Long press the LOCK button to enter child lock
• 24 hour timer is perfect for sleeping
• Removable filter keeps air clean
• Assembly required4-IN-1 DESIGN: Cool, ventilate, dehumidify and sleep: switches between keeping the area at a specific temperature, blowing the fan around, drying the moisture out of the air and gently increasing the temperature every hour. This portable aircon unit
 is suitable for use all day long and in different climates.AUTO CUT-OFF: Automatically stops when the tank is full, safely preventing it overfilling and causing damage. 24 hour timer allows you to set a specific running time especially when sleeping. EER A grade is perfect for saving electricity.EASY CONTROL: Features an on-unit LED screen and this aircon
also comes with a remote. 'Sleep' mode can only be set up with the remote. Control requires 2 x AAA batteries (not included). REMOVABLE AIR FILTER: Keeps the air hygienically clean.EXHAUST HOSE INCLUDED: This ac unit ​must be used with the pipe to work. 
REFRIGERANT R290 to deliver instant cooling for home and officeAIR CON DIMENSIONS: 69.8H x 31L x 31.5Wcm. ASSEMBLY REQUIRED.• Color: White, Black    
• Material: ABS Plastic    
• Overall Dimensions: 31L x 31.5W x 69.8Hcm  
• Power: 1122W  
• Voltage: 220-240V/50HZ  
• Suitable Using Space: 12-18㎡  
• Max Cool: 9000BTU  
• Refrigerant: R290  
• Dehumidifying Capacity: 19.2L/Day  
• EER: A grade(＞2.6)  
• Certification: CE-EMC, ERP, LVD, RoHS  
• Item Label: 823-006V72",BQ
79,HOMCOM 5000BTU Portable Air Conditioner 4 Modes LED Display Timer Home Office,259.99,Air conditioners,https://www.diy.com/departments/homcom-5000btu-portable-air-conditioner-4-modes-led-display-timer-home-office/5056399127922_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/homcom-9000-btu-portable-air-conditioner-4-modes-led-display-timer-home-office~5056399125652_01c_MP?wid=284&hei=284,"The summer heat can be unpredictable, which is why you need a multi-functional air con unit to match. Bring in this HOMCOM air conditioning unit which does four jobs in one. It cools, ventilates, dehumidifies and also has a sleep mode. 'Cool' keeps the area at a constant temperature, 'ventilate' controls the speed of the fan, 'dehumidify' dries out the moisture in the air and 'sleep' gradually increases the temperature by 1 °C every hour.Guarantee - 1 yearFeatures and benefits• Safe auto cut-off when full  
• Suitable for 8-12㎡ sized rooms  
• Four wheels on the base to move unit around easily  
• Powerful R290 refrigerant and 5000 BTU  
• LED screen and remote for easy control  
• 24 hour timer is perfect for sleeping  
• Removable filter keeps air clean  
• Assembly required4-IN-1 DESIGN: Cool, ventilate, dehumidify and sleep: switches between keeping the area at a specific temperature, blowing the fan around, drying the moisture out of the air and gently increasing the temperature every hour. The portable aircon unit is suitable for use all day long and in different climatesAUTO CUT-OFF: Automatically stops when the tank is full, safely preventing it from overfilling and causing damage. A 24-hour timer allows you to set a specific running time, especially when sleeping. ERP A grade is perfect for saving electricityEASY CONTROL: The portable air conditioning features an on-unit LED screen and also comes with a remote. Control requires 2 x AAA batteries (not included). REMOVABLE AIR FILTER: Keeps the air hygienically cleanEXHAUST HOSE INCLUDED: The portable ac air conditioner must be used with the pipe to work. REFRIGERANT R290 to deliver instant cooling for home and officeAIR CON DIMENSION: Overall Dimension: 32.8L x 30.5W x 67.8Hcm. ASSEMBLY REQUIRED• Color: White, Grey    
• Material: ABS Plastic, Copper, Aluminum    
• Overall Dimensions: 32.8L x 30.5W x 67.8Hcm  
• Power: 560W  
• Voltage: 230V/50HZ  
• Suitable Using Space: 8-12㎡  
• Max Cool: 5000BTU  
• Refrigerant: R290  
• Dehumidifying Capacity: 14L/Day  
• EER: A grade(＞2.6)  
• Noise≤52dB(A)
• Certification: CE-EMC, ERP, LVD, RoHS  
• Item Label: 823-012V70
Please note: included exhaust hose must be connected for this air con to work.",BQ
80,"SPARES2GO Window Seal + Hose Vent Kit 6m 5"" for Portable Air Conditioning Sealing Zip",31.89,Air conditioners,https://www.diy.com/departments/spares2go-window-seal-hose-vent-kit-6m-5-for-portable-air-conditioning-sealing-zip/5057817545632_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/homcom-5000btu-portable-air-conditioner-4-modes-led-display-timer-home-office~5056399127922_01c_MP?wid=284&hei=284,"SPARES2GO Window Seal + Hose Vent Kit 6m 5"" for Portable Air Conditioning Sealing ZipFeatures and benefitsSPARES2GO Universal Air Conditioning Unit Window Ventilation Seal Kit + 6 Metre 5"" Vent Hose, Tape & adapter 
Fits Models: UNIVERSAL -- Will fit a vast variety of air conditioning units which require a 5"" / 127mm hose pipe. This product will fit the majority of windows. Please check windows sizes before purchasing (a certain amount of adjusting / folding / cutting to size may be required for some window shapes and/or designs. 

Pack Contains: 1 x Window seal, 1 x Hook & Loop Tape (Black), 1 x 19mm x 4.6m Sealing Tape, 1 x 125mm Round Connector, 1 x 5"" (127mm) x 6m PVC Extension Hose

Seal Dimensions:
Length: 400cm x Width: 39cm
Zip Length: 260mm
Max Window Width or Height: 180cm

Premium quality, replacement window seal kit plus vent hose, tape and adapter for your portable air conditioning unit.SPARES2GO Universal Air Conditioning Unit Window Ventilation Seal Kit + 6 Metre 5"" Vent Hose, Tape & adapterFits Models: UNIVERSAL -- Will fit a vast variety of air conditioning units which require a 5"" / 127mm hose pipe. This product will fit the majority of windows. Please check windows sizes before purchasing (a certain amount of adjusting / folding / cutting to size may be required for some window shapes and/or designs.Pack Contains: 1 x Window seal, 1 x Hook & Loop Tape (Black), 1 x 19mm x 4.6m Sealing Tape, 1 x 125mm Round Connector, 1 x 5"" (127mm) x 6m PVC Extension HoseLength: 400cm x Width: 39cmZip Length: 260mmMax Window Width or Height: 180cmPremium quality, replacement window seal kit plus vent hose, tape and adapter for your portable air conditioning unit.",BQ
81,"HOMCOM 7000 BTU Mobile Air Conditioner Indoor Portable AC Unit w/ RC, White",249.99,Air conditioners,https://www.diy.com/departments/homcom-7000-btu-mobile-air-conditioner-indoor-portable-ac-unit-w-rc-white/5056534578923_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/spares2go-window-seal-hose-vent-kit-6m-5-for-portable-air-conditioning-sealing-zip~5057817545632_01c_MP?wid=284&hei=284,"Keep cool this summer and beyond - opt for this HOMCOM air con unit. Four wheels on the base mean it's easy to move from room to room - where you want to keep cool is totally up to you. It comes with four functions: cooling, dehumidifying, ventilating and sleeping function, so it can be used at different times of day and in different humidifies. For use at night, we recommended making use of the 24-hour timer to prevent wasting energy. Drainage pipe included in the package.Guarantee - 1 yearFeatures and benefits● Four modes: Cools, dehumidifies, ventilates and sleeps. Two speeds to choose from - keep cool you how you want
● Air blades can be moved up and down, adjusts the wind direction
● Four wheels on the base to move the unit around easily  
● 7000 BTU to deliver instant cooling for home and office. Suitable room size: 10-15m²  
● 24-hour timer to turn on and off at a time you want
● LED display and remote for duo control
● Water drainage pipe included. Assembly requiredFOUR MODES: Cool/dehumidify/ventilate/sleep - easy to pick a mode you want. Two speeds to go slow or fast. Air blades can be moved up and down. You can use this mobile air conditioner in many environments.24-HOUR TIMER: Set this portable air conditioner to turn on and off when you want - ideal for saving energy and especially perfect for nighttimes.COMPACT, WITH WHEELS: Small, but mighty. This air conditioning unit can fit into smaller areas with ease. Four swivel wheels on the base to move around easily.DUO CONTROL: LED screen to use when close, remote included to control from further away. Remote requires 2 x AAA batteries (not included).WATER DRAINAGE PIPE INCLUDED. MAXIMUM COOLING 7000BTU. SUITABLE AREA SIZE: 10-15m². NOTE: Can only be used for sliding door windows, the exhaust hose is required to connect inside and outside when installing. If the portable aircon unit can not be cooled, stand for 24 hours before turning it on- Colour: White    
- Material: ABS, Copper, Alunimiun    
- Overall Dimensions: 35L x 38W x 70.5Hcm  
- Power Cord Line Length: 1.8m
- Power: 792W  
- Voltage: 220-240V/50HZ  
- Suitable Using Space: 10-15m²  
- Max Cool: 7000BTU  
- Dehumidifies Capacity: 30L/Day
- Air Circulation: 350m³/h
- Refrigerant: R290 
- Noise: ≤65dB(A)
- EER: A grade(＞2.6)  
- Certification: UKCA+CE(EMC,ROHS,LVD,ERP)  
- Item Label: 823-025V70
NOTE: Can only be used for sliding door windows, the exhaust hose is required to connect inside and outside when installing. If the mobile air conditioner can not be cooled, stand for 24 hours before turning it on",BQ
81,Daewoo 7000 BTU Portable Air Conditioner,260.00,Air conditioners,https://www.wickes.co.uk/Daewoo-7000-BTU-Portable-Air-Conditioner/p/230080,https://media.wickes.co.uk/is/image/wickes/GPID_1100661635_00?$normal$,"The Daewoo 7000 BTU Portable Air Conditioner features a 2 speed setting for optimum comfort LED display with remote control, oscillating vents for even airflow, and exhaust hose length of 1.5 meters.3 In 1 air conditioning unit Cooling, fan and dehumidifying functions Self evaporative system Water full indicator Led display with remote control Castor wheels for easy portability Two airflow speeds to suit the varying seasons and temperatures 24 hour timer 1.5m air duct pipe Energy class A ",Wickes
82,"HOMCOM 7000 BTU Air Conditioner Portable AC Unit with Remote, for Bedroom",299.99,Air conditioners,https://www.diy.com/departments/homcom-7000-btu-air-conditioner-portable-ac-unit-with-remote-for-bedroom/5056534579050_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/homcom-7000-btu-mobile-air-conditioner-indoor-portable-ac-unit-w-rc-white~5056534578923_01c_MP?wid=284&hei=284,"Whatever the space, it's easy to keep cool with this air con, from HOMCOM. Over four modes - cool, dehumidify, ventilate and sleep - you are able to pick the most comfortable breeze for you. The two speeds also mean you can have it blowing slow or fast the air output can be changed up or down to cover the area you want it to. With an LED screen and remote included, you can change the settings wherever you stand - how easy is that! Complete with four roller wheels.Guarantee - 1 yearFeatures and benefits● Four modes: Cools, dehumidifies, ventilates and sleeps. Two speed modes too
● Air direction can be changed to blow up or down
● Four wheels on the base to move the unit around easily  
● 7000 BTU to deliver instant cooling for home and office. Fits room size: 10-15m²  
● 24-hour timer, allows you to set to a specific time. Great for sleeping times
● LED display and remote: duo control
● Included pipe to drain the water. Warns you when water is full
● Assembly requiredFOUR MODES: Cool/dehumidify/ventilate/sleep: chose the mode most suited to what you want during different times of the day. This portable air conditioner also comes with two speeds. Up/down swing to cover a larger area.24-HOUR TIMER: Easy to set the air conditioning unit to a specific running time - meaning no overusing it or wasting energy. Also, great for setting up when sleeping at night.LED SCREEN AND REMOTE: The portable aircon unit can be controlled in two ways: whether close by or further away, the settings can be easily changed. 2 x AAA batteries are required for control (not included).PORTABLE AC UNIT: Comes with four swivel wheels, easy to roll around from room to room.WATER DRAINING PIPE INCLUDED. MAXIMUM COOL: 7000BTU.- Colour: White    
- Material: ABS, Copper, Alunimiun    
- Overall Dimensions: 35L x 38W x 70.5Hcm  
- Power Cord Line Length: 1.8m
- Power: 792W  
- Voltage: 220-240V/50HZ  
- Suitable Using Space: 10-15m²  
- Max Cool: 7000BTU  
- Dehumidifies Capacity: 30L/Day
- Air Circulation: 350m³/h
- Refrigerant: R290 
- Noise: ≤65dB(A)
- EER: A grade(＞2.6)  
- Certification: UKCA+CE(EMC,ROHS,LVD,ERP)  
- Item Label: 823-027V70
NOTE: Can only be used for sliding door windows, the exhaust hose is required to connect inside and outside when installing. If the mobile air conditioner can not be cooled, stand for 24 hours before turning it on",BQ
82,Daewoo 7000 BTU Portable Air Conditioner,260.00,Air conditioners,https://www.wickes.co.uk/Daewoo-7000-BTU-Portable-Air-Conditioner/p/230080,https://media.wickes.co.uk/is/image/wickes/GPID_1100661635_00?$normal$,"The Daewoo 7000 BTU Portable Air Conditioner features a 2 speed setting for optimum comfort LED display with remote control, oscillating vents for even airflow, and exhaust hose length of 1.5 meters.3 In 1 air conditioning unit Cooling, fan and dehumidifying functions Self evaporative system Water full indicator Led display with remote control Castor wheels for easy portability Two airflow speeds to suit the varying seasons and temperatures 24 hour timer 1.5m air duct pipe Energy class A ",Wickes
